image,xmin,ymin,xmax,ymax,label
kieu_1/IMG_20200629_084249.jpg,289,80,430,406,9
kieu_1/IMG_20200629_084249.jpg,562,77,719,399,H
kieu_1/IMG_20200629_084249.jpg,728,72,853,398,1
kieu_1/IMG_20200629_084249.jpg,72,415,226,713,9
kieu_1/IMG_20200629_084249.jpg,248,419,386,710,9
kieu_1/IMG_20200629_084249.jpg,423,419,560,718,8
kieu_1/IMG_20200629_084249.jpg,643,409,792,713,5
kieu_1/IMG_20200629_084249.jpg,820,427,969,716,2
kieu_1/IMG_20200629_084246.jpg,177,62,355,407,7
kieu_1/IMG_20200629_084246.jpg,356,67,483,416,1
kieu_1/IMG_20200629_084246.jpg,671,75,842,432,B
kieu_1/IMG_20200629_084246.jpg,846,68,1013,429,4
kieu_1/IMG_20200629_084246.jpg,111,436,270,765,2
kieu_1/IMG_20200629_084246.jpg,299,436,460,768,3
kieu_1/IMG_20200629_084246.jpg,481,432,624,779,1
kieu_1/IMG_20200629_084246.jpg,738,452,903,774,2
kieu_1/IMG_20200629_084246.jpg,927,456,1100,786,0
kieu_1/IMG_20200629_084229.jpg,188,74,388,503,7
kieu_1/IMG_20200629_084229.jpg,386,79,587,505,9
kieu_1/IMG_20200629_084229.jpg,734,81,944,510,V
kieu_1/IMG_20200629_084229.jpg,961,77,1123,497,1
kieu_1/IMG_20200629_084229.jpg,78,522,282,930,5
kieu_1/IMG_20200629_084229.jpg,316,536,488,936,3
kieu_1/IMG_20200629_084229.jpg,527,530,723,933,5
kieu_1/IMG_20200629_084229.jpg,819,532,1015,929,9
kieu_1/IMG_20200629_084229.jpg,1055,530,1238,926,4
kieu_1/IMG_20200629_084226.jpg,201,73,390,492,9
kieu_1/IMG_20200629_084226.jpg,402,85,585,479,2
kieu_1/IMG_20200629_084226.jpg,746,84,951,494,F
kieu_1/IMG_20200629_084226.jpg,943,87,1152,510,2
kieu_1/IMG_20200629_084226.jpg,201,515,389,910,8
kieu_1/IMG_20200629_084226.jpg,444,513,621,907,0
kieu_1/IMG_20200629_084226.jpg,676,526,887,926,9
kieu_1/IMG_20200629_084226.jpg,919,530,1141,914,2
kieu_1/IMG_20200629_084252.jpg,167,89,327,430,7
kieu_1/IMG_20200629_084252.jpg,337,91,491,429,0
kieu_1/IMG_20200629_084252.jpg,634,94,795,436,B
kieu_1/IMG_20200629_084252.jpg,818,82,946,450,1
kieu_1/IMG_20200629_084252.jpg,104,453,270,750,8
kieu_1/IMG_20200629_084252.jpg,283,444,434,765,5
kieu_1/IMG_20200629_084252.jpg,477,451,629,768,5
kieu_1/IMG_20200629_084252.jpg,705,460,872,779,5
kieu_1/IMG_20200629_084252.jpg,903,459,1075,782,6
kieu_1/IMG_20200629_084309.jpg,183,94,397,511,5
kieu_1/IMG_20200629_084309.jpg,386,92,568,522,9
kieu_1/IMG_20200629_084309.jpg,738,91,955,530,C
kieu_1/IMG_20200629_084309.jpg,952,99,1156,536,2
kieu_1/IMG_20200629_084309.jpg,124,539,286,911,1
kieu_1/IMG_20200629_084309.jpg,340,535,513,938,4
kieu_1/IMG_20200629_084309.jpg,557,545,735,948,0
kieu_1/IMG_20200629_084309.jpg,843,552,1034,960,9
kieu_1/IMG_20200629_084309.jpg,1086,555,1269,970,9
kieu_1/IMG_20200629_084259.jpg,142,66,339,512,7
kieu_1/IMG_20200629_084259.jpg,333,75,546,520,2
kieu_1/IMG_20200629_084259.jpg,699,83,907,517,K
kieu_1/IMG_20200629_084259.jpg,917,73,1121,531,8
kieu_1/IMG_20200629_084259.jpg,196,521,339,903,1
kieu_1/IMG_20200629_084259.jpg,398,532,605,922,9
kieu_1/IMG_20200629_084259.jpg,648,531,842,942,4
kieu_1/IMG_20200629_084259.jpg,892,545,1106,959,2
kieu_1/IMG_20200629_084306.jpg,160,81,324,427,4
kieu_1/IMG_20200629_084306.jpg,326,78,477,421,7
kieu_1/IMG_20200629_084306.jpg,631,81,821,418,B
kieu_1/IMG_20200629_084306.jpg,836,86,967,432,1
kieu_1/IMG_20200629_084306.jpg,82,444,240,760,7
kieu_1/IMG_20200629_084306.jpg,274,440,438,760,5
kieu_1/IMG_20200629_084306.jpg,463,450,640,765,0
kieu_1/IMG_20200629_084306.jpg,718,461,886,774,3
kieu_1/IMG_20200629_084306.jpg,916,464,1094,786,3
kieu_1/IMG_20200629_084256.jpg,137,81,332,448,6
kieu_1/IMG_20200629_084256.jpg,346,82,522,457,9
kieu_1/IMG_20200629_084256.jpg,709,92,906,483,L
kieu_1/IMG_20200629_084256.jpg,908,91,1050,465,1
kieu_1/IMG_20200629_084256.jpg,185,475,371,817,0
kieu_1/IMG_20200629_084256.jpg,414,485,582,816,8
kieu_1/IMG_20200629_084256.jpg,628,502,814,832,9
kieu_1/IMG_20200629_084256.jpg,871,499,1059,851,9
kieu_1/IMG_20200629_084303.jpg,216,80,405,513,7
kieu_1/IMG_20200629_084303.jpg,427,90,614,514,6
kieu_1/IMG_20200629_084303.jpg,791,101,1004,526,B
kieu_1/IMG_20200629_084303.jpg,1018,102,1172,535,1
kieu_1/IMG_20200629_084303.jpg,129,536,316,932,5
kieu_1/IMG_20200629_084303.jpg,365,550,546,943,9
kieu_1/IMG_20200629_084303.jpg,593,554,776,955,8
kieu_1/IMG_20200629_084303.jpg,877,570,1088,971,7
kieu_1/IMG_20200629_084303.jpg,1120,577,1332,994,8
kieu_1/IMG_20200629_084313.jpg,190,61,369,443,6
kieu_1/IMG_20200629_084313.jpg,368,66,547,453,7
kieu_1/IMG_20200629_084313.jpg,689,72,876,459,H
kieu_1/IMG_20200629_084313.jpg,891,70,1049,465,1
kieu_1/IMG_20200629_084313.jpg,106,467,273,809,0
kieu_1/IMG_20200629_084313.jpg,295,479,480,813,9
kieu_1/IMG_20200629_084313.jpg,491,476,681,821,7
kieu_1/IMG_20200629_084313.jpg,772,496,958,828,3
kieu_1/IMG_20200629_084313.jpg,992,495,1166,839,6
kieu_1/IMG_20200629_084320.jpg,179,91,391,517,7
kieu_1/IMG_20200629_084320.jpg,399,92,590,516,7
kieu_1/IMG_20200629_084320.jpg,741,111,937,530,L
kieu_1/IMG_20200629_084320.jpg,953,115,1116,535,1
kieu_1/IMG_20200629_084320.jpg,109,525,297,909,9
kieu_1/IMG_20200629_084320.jpg,316,534,494,925,9
kieu_1/IMG_20200629_084320.jpg,525,546,725,936,9
kieu_1/IMG_20200629_084320.jpg,824,559,984,955,1
kieu_1/IMG_20200629_084320.jpg,1050,580,1255,947,3
kieu_1/IMG_20200629_084324.jpg,194,74,384,466,6
kieu_1/IMG_20200629_084324.jpg,378,74,550,465,0
kieu_1/IMG_20200629_084324.jpg,687,72,885,481,H
kieu_1/IMG_20200629_084324.jpg,882,84,1073,482,5
kieu_1/IMG_20200629_084324.jpg,83,491,274,858,0
kieu_1/IMG_20200629_084324.jpg,307,491,472,843,3
kieu_1/IMG_20200629_084324.jpg,511,499,692,872,0
kieu_1/IMG_20200629_084324.jpg,787,507,976,873,9
kieu_1/IMG_20200629_084324.jpg,1005,499,1161,869,1
kieu_1/IMG_20200629_084327.jpg,189,88,389,511,7
kieu_1/IMG_20200629_084327.jpg,389,83,575,512,2
kieu_1/IMG_20200629_084327.jpg,727,87,949,524,F
kieu_1/IMG_20200629_084327.jpg,957,87,1117,523,1
kieu_1/IMG_20200629_084327.jpg,81,545,259,938,4
kieu_1/IMG_20200629_084327.jpg,300,541,497,947,2
kieu_1/IMG_20200629_084327.jpg,526,533,720,949,6
kieu_1/IMG_20200629_084327.jpg,815,537,1022,963,4
kieu_1/IMG_20200629_084327.jpg,1058,538,1241,952,3
kieu_1/IMG_20200629_084316.jpg,214,90,423,520,5
kieu_1/IMG_20200629_084316.jpg,423,95,616,519,0
kieu_1/IMG_20200629_084316.jpg,800,99,1000,526,N
kieu_1/IMG_20200629_084316.jpg,1007,99,1170,530,1
kieu_1/IMG_20200629_084316.jpg,113,544,299,955,0
kieu_1/IMG_20200629_084316.jpg,323,544,539,968,7
kieu_1/IMG_20200629_084316.jpg,565,553,778,970,2
kieu_1/IMG_20200629_084316.jpg,872,560,1067,971,2
kieu_1/IMG_20200629_084316.jpg,1116,556,1315,976,3
kieu_1/IMG_20200629_084340.jpg,153,95,353,479,6
kieu_1/IMG_20200629_084340.jpg,343,91,520,464,3
kieu_1/IMG_20200629_084340.jpg,683,90,883,469,H
kieu_1/IMG_20200629_084340.jpg,887,77,1065,472,2
kieu_1/IMG_20200629_084340.jpg,192,503,393,860,6
kieu_1/IMG_20200629_084340.jpg,432,497,599,861,4
kieu_1/IMG_20200629_084340.jpg,648,499,831,861,2
kieu_1/IMG_20200629_084340.jpg,896,493,1072,867,5
kieu_1/IMG_20200629_084345.jpg,194,90,384,467,6
kieu_1/IMG_20200629_084345.jpg,384,93,572,464,0
kieu_1/IMG_20200629_084345.jpg,701,81,904,459,F
kieu_1/IMG_20200629_084345.jpg,913,76,1056,458,1
kieu_1/IMG_20200629_084345.jpg,89,490,268,853,2
kieu_1/IMG_20200629_084345.jpg,295,488,471,832,1
kieu_1/IMG_20200629_084345.jpg,543,478,684,816,1
kieu_1/IMG_20200629_084345.jpg,766,482,951,808,0
kieu_1/IMG_20200629_084345.jpg,965,466,1140,806,9
kieu_1/IMG_20200629_084337.jpg,162,69,331,446,5
kieu_1/IMG_20200629_084337.jpg,328,67,504,453,9
kieu_1/IMG_20200629_084337.jpg,657,88,826,444,U
kieu_1/IMG_20200629_084337.jpg,831,86,999,447,2
kieu_1/IMG_20200629_084337.jpg,62,458,213,802,1
kieu_1/IMG_20200629_084337.jpg,259,467,440,821,9
kieu_1/IMG_20200629_084337.jpg,462,463,644,816,7
kieu_1/IMG_20200629_084337.jpg,712,460,876,805,4
kieu_1/IMG_20200629_084337.jpg,905,456,1078,815,5
kieu_1/IMG_20200629_084331.jpg,222,96,418,527,5
kieu_1/IMG_20200629_084331.jpg,418,112,610,533,0
kieu_1/IMG_20200629_084331.jpg,798,113,1012,533,N
kieu_1/IMG_20200629_084331.jpg,1014,111,1183,548,1
kieu_1/IMG_20200629_084331.jpg,119,555,331,953,2
kieu_1/IMG_20200629_084331.jpg,354,556,538,952,0
kieu_1/IMG_20200629_084331.jpg,596,554,767,965,4
kieu_1/IMG_20200629_084331.jpg,887,568,1047,979,1
kieu_1/IMG_20200629_084331.jpg,1112,578,1329,965,6
kieu_1/IMG_20200629_084446.jpg,173,82,364,459,4
kieu_1/IMG_20200629_084446.jpg,362,75,537,466,7
kieu_1/IMG_20200629_084446.jpg,698,76,867,462,A
kieu_1/IMG_20200629_084446.jpg,866,82,1041,463,B
kieu_1/IMG_20200629_084446.jpg,80,497,249,861,0
kieu_1/IMG_20200629_084446.jpg,292,498,464,863,0
kieu_1/IMG_20200629_084446.jpg,483,484,671,859,2
kieu_1/IMG_20200629_084446.jpg,788,493,931,868,1
kieu_1/IMG_20200629_084446.jpg,972,500,1146,871,3
kieu_1/IMG_20200629_084449.jpg,175,87,332,451,7
kieu_1/IMG_20200629_084449.jpg,342,80,513,447,6
kieu_1/IMG_20200629_084449.jpg,664,75,835,447,F
kieu_1/IMG_20200629_084449.jpg,852,69,997,435,1
kieu_1/IMG_20200629_084449.jpg,107,487,260,829,0
kieu_1/IMG_20200629_084449.jpg,297,483,476,832,8
kieu_1/IMG_20200629_084449.jpg,486,477,663,832,9
kieu_1/IMG_20200629_084449.jpg,755,475,919,826,6
kieu_1/IMG_20200629_084449.jpg,955,467,1128,829,5
kieu_1/IMG_20200629_084459.jpg,184,47,350,384,5
kieu_1/IMG_20200629_084459.jpg,347,58,492,378,9
kieu_1/IMG_20200629_084459.jpg,640,60,796,396,V
kieu_1/IMG_20200629_084459.jpg,810,66,972,405,2
kieu_1/IMG_20200629_084459.jpg,136,395,271,696,8
kieu_1/IMG_20200629_084459.jpg,312,401,451,716,6
kieu_1/IMG_20200629_084459.jpg,489,412,621,719,1
kieu_1/IMG_20200629_084459.jpg,732,428,871,733,3
kieu_1/IMG_20200629_084459.jpg,918,426,1067,747,8
kieu_1/IMG_20200629_084453.jpg,128,83,291,401,6
kieu_1/IMG_20200629_084453.jpg,292,78,436,406,7
kieu_1/IMG_20200629_084453.jpg,582,84,733,401,G
kieu_1/IMG_20200629_084453.jpg,741,69,862,407,1
kieu_1/IMG_20200629_084453.jpg,61,427,209,741,5
kieu_1/IMG_20200629_084453.jpg,239,429,388,745,9
kieu_1/IMG_20200629_084453.jpg,407,430,571,742,6
kieu_1/IMG_20200629_084453.jpg,646,435,799,751,0
kieu_1/IMG_20200629_084453.jpg,834,439,979,752,8
kieu_1/IMG_20200629_084456.jpg,162,88,315,441,7
kieu_1/IMG_20200629_084456.jpg,331,96,489,453,6
kieu_1/IMG_20200629_084456.jpg,625,90,792,445,H
kieu_1/IMG_20200629_084456.jpg,803,83,944,446,1
kieu_1/IMG_20200629_084456.jpg,91,462,241,809,4
kieu_1/IMG_20200629_084456.jpg,268,464,416,798,0
kieu_1/IMG_20200629_084456.jpg,455,466,612,815,6
kieu_1/IMG_20200629_084456.jpg,690,462,865,816,7
kieu_1/IMG_20200629_084456.jpg,899,467,1062,820,0
kieu_1/IMG_20200629_084504.jpg,158,109,350,451,5
kieu_1/IMG_20200629_084504.jpg,344,116,505,455,4
kieu_1/IMG_20200629_084504.jpg,649,127,812,473,X
kieu_1/IMG_20200629_084504.jpg,826,122,988,463,D
kieu_1/IMG_20200629_084504.jpg,203,467,350,817,1
kieu_1/IMG_20200629_084504.jpg,390,478,558,815,7
kieu_1/IMG_20200629_084504.jpg,614,489,766,805,4
kieu_1/IMG_20200629_084504.jpg,823,484,981,812,7
kieu_1/IMG_20200629_084508.jpg,133,72,290,392,6
kieu_1/IMG_20200629_084508.jpg,288,73,430,394,0
kieu_1/IMG_20200629_084508.jpg,569,74,731,410,L
kieu_1/IMG_20200629_084508.jpg,728,76,898,406,7
kieu_1/IMG_20200629_084508.jpg,162,401,318,692,0
kieu_1/IMG_20200629_084508.jpg,349,407,493,710,8
kieu_1/IMG_20200629_084508.jpg,533,416,687,718,4
kieu_1/IMG_20200629_084508.jpg,727,419,884,716,3
kieu_1/IMG_20200629_084511.jpg,159,71,341,439,7
kieu_1/IMG_20200629_084511.jpg,346,77,505,447,2
kieu_1/IMG_20200629_084511.jpg,650,86,831,424,C
kieu_1/IMG_20200629_084511.jpg,850,75,1000,427,1
kieu_1/IMG_20200629_084511.jpg,65,472,236,819,9
kieu_1/IMG_20200629_084511.jpg,282,475,441,819,2
kieu_1/IMG_20200629_084511.jpg,481,469,645,820,8
kieu_1/IMG_20200629_084511.jpg,732,470,905,818,6
kieu_1/IMG_20200629_084511.jpg,935,463,1111,823,7
kieu_1/IMG_20200629_084513.jpg,168,98,343,461,7
kieu_1/IMG_20200629_084513.jpg,347,100,508,475,9
kieu_1/IMG_20200629_084513.jpg,667,99,844,466,D
kieu_1/IMG_20200629_084513.jpg,860,100,997,456,1
kieu_1/IMG_20200629_084513.jpg,86,490,245,837,4
kieu_1/IMG_20200629_084513.jpg,287,490,444,839,0
kieu_1/IMG_20200629_084513.jpg,485,487,641,839,6
kieu_1/IMG_20200629_084513.jpg,740,485,911,850,5
kieu_1/IMG_20200629_084513.jpg,954,493,1123,841,2
kieu_1/IMG_20200629_084518.jpg,159,99,325,450,6
kieu_1/IMG_20200629_084518.jpg,343,87,506,446,4
kieu_1/IMG_20200629_084518.jpg,668,86,830,455,B
kieu_1/IMG_20200629_084518.jpg,845,84,1016,462,2
kieu_1/IMG_20200629_084518.jpg,86,485,240,818,0
kieu_1/IMG_20200629_084518.jpg,276,478,439,841,6
kieu_1/IMG_20200629_084518.jpg,482,482,640,828,4
kieu_1/IMG_20200629_084518.jpg,745,482,899,835,5
kieu_1/IMG_20200629_084518.jpg,953,478,1125,824,5
kieu_1/IMG_20200629_084522.jpg,157,91,308,414,5
kieu_1/IMG_20200629_084522.jpg,316,87,470,428,0
kieu_1/IMG_20200629_084522.jpg,615,91,772,429,N
kieu_1/IMG_20200629_084522.jpg,780,86,898,413,1
kieu_1/IMG_20200629_084522.jpg,66,449,224,787,4
kieu_1/IMG_20200629_084522.jpg,251,449,404,789,7
kieu_1/IMG_20200629_084522.jpg,449,447,604,790,4
kieu_1/IMG_20200629_084522.jpg,691,448,836,785,4
kieu_1/IMG_20200629_084522.jpg,877,452,1007,802,1
kieu_1/IMG_20200629_084528.jpg,145,112,296,432,4
kieu_1/IMG_20200629_084528.jpg,296,101,445,431,8
kieu_1/IMG_20200629_084528.jpg,582,87,750,427,F
kieu_1/IMG_20200629_084528.jpg,748,79,902,429,6
kieu_1/IMG_20200629_084528.jpg,163,461,313,781,3
kieu_1/IMG_20200629_084528.jpg,358,454,506,776,9
kieu_1/IMG_20200629_084528.jpg,548,452,705,779,3
kieu_1/IMG_20200629_084528.jpg,750,451,912,785,2
kieu_1/IMG_20200629_084525.jpg,159,66,308,394,4
kieu_1/IMG_20200629_084525.jpg,304,69,460,391,8
kieu_1/IMG_20200629_084525.jpg,598,61,748,387,B
kieu_1/IMG_20200629_084525.jpg,762,57,882,382,1
kieu_1/IMG_20200629_084525.jpg,76,425,213,736,2
kieu_1/IMG_20200629_084525.jpg,250,422,405,734,3
kieu_1/IMG_20200629_084525.jpg,436,424,579,738,2
kieu_1/IMG_20200629_084525.jpg,666,434,804,735,4
kieu_1/IMG_20200629_084525.jpg,838,421,996,740,2
kieu_1/IMG_20200629_084538.jpg,174,67,348,399,8
kieu_1/IMG_20200629_084538.jpg,360,76,474,413,1
kieu_1/IMG_20200629_084538.jpg,641,76,805,417,B
kieu_1/IMG_20200629_084538.jpg,829,83,970,429,1
kieu_1/IMG_20200629_084538.jpg,120,429,276,734,4
kieu_1/IMG_20200629_084538.jpg,303,430,450,743,6
kieu_1/IMG_20200629_084538.jpg,476,438,632,750,8
kieu_1/IMG_20200629_084538.jpg,726,452,875,765,8
kieu_1/IMG_20200629_084538.jpg,913,452,1075,770,8
kieu_1/IMG_20200629_084532.jpg,141,89,307,433,5
kieu_1/IMG_20200629_084532.jpg,312,89,457,427,9
kieu_1/IMG_20200629_084532.jpg,617,80,775,430,N
kieu_1/IMG_20200629_084532.jpg,775,83,938,427,3
kieu_1/IMG_20200629_084532.jpg,73,455,218,780,0
kieu_1/IMG_20200629_084532.jpg,259,449,417,783,6
kieu_1/IMG_20200629_084532.jpg,443,449,597,783,8
kieu_1/IMG_20200629_084532.jpg,688,447,846,788,2
kieu_1/IMG_20200629_084532.jpg,881,442,1043,785,2
kieu_1/IMG_20200629_084535.jpg,156,93,331,468,6
kieu_1/IMG_20200629_084535.jpg,328,95,502,477,3
kieu_1/IMG_20200629_084535.jpg,640,92,819,464,B
kieu_1/IMG_20200629_084535.jpg,819,87,1013,472,9
kieu_1/IMG_20200629_084535.jpg,72,482,243,856,5
kieu_1/IMG_20200629_084535.jpg,273,515,443,858,2
kieu_1/IMG_20200629_084535.jpg,472,500,661,860,6
kieu_1/IMG_20200629_084535.jpg,735,506,915,873,9
kieu_1/IMG_20200629_084535.jpg,950,499,1126,875,2
kieu_1/IMG_20200629_084543.jpg,164,79,351,475,5
kieu_1/IMG_20200629_084543.jpg,344,90,513,485,9
kieu_1/IMG_20200629_084543.jpg,690,83,883,481,S
kieu_1/IMG_20200629_084543.jpg,880,64,1056,477,2
kieu_1/IMG_20200629_084543.jpg,61,492,203,880,1
kieu_1/IMG_20200629_084543.jpg,279,493,436,865,1
kieu_1/IMG_20200629_084543.jpg,488,510,678,878,2
kieu_1/IMG_20200629_084543.jpg,764,519,947,887,8
kieu_1/IMG_20200629_084543.jpg,985,514,1163,890,8
kieu_1/IMG_20200629_084549.jpg,178,81,332,431,7
kieu_1/IMG_20200629_084549.jpg,345,78,513,422,6
kieu_1/IMG_20200629_084549.jpg,660,85,835,436,B
kieu_1/IMG_20200629_084549.jpg,854,80,992,443,1
kieu_1/IMG_20200629_084549.jpg,101,453,264,779,2
kieu_1/IMG_20200629_084549.jpg,308,460,458,787,8
kieu_1/IMG_20200629_084549.jpg,494,468,651,789,2
kieu_1/IMG_20200629_084549.jpg,748,470,910,790,2
kieu_1/IMG_20200629_084549.jpg,942,467,1104,788,0
kieu_1/IMG_20200629_084546.jpg,166,89,330,430,5
kieu_1/IMG_20200629_084546.jpg,332,87,486,443,2
kieu_1/IMG_20200629_084546.jpg,628,84,800,439,P
kieu_1/IMG_20200629_084546.jpg,809,78,970,447,3
kieu_1/IMG_20200629_084546.jpg,192,466,352,794,2
kieu_1/IMG_20200629_084546.jpg,404,460,542,800,6
kieu_1/IMG_20200629_084546.jpg,608,463,764,810,0
kieu_1/IMG_20200629_084546.jpg,818,461,941,808,1
kieu_1/IMG_20200629_084540.jpg,152,91,306,441,3
kieu_1/IMG_20200629_084540.jpg,306,92,461,439,8
kieu_1/IMG_20200629_084540.jpg,608,94,774,442,B
kieu_1/IMG_20200629_084540.jpg,797,89,938,443,1
kieu_1/IMG_20200629_084540.jpg,77,463,224,799,0
kieu_1/IMG_20200629_084540.jpg,234,467,403,797,6
kieu_1/IMG_20200629_084540.jpg,414,463,580,816,4
kieu_1/IMG_20200629_084540.jpg,663,458,836,812,2
kieu_1/IMG_20200629_084540.jpg,864,468,1021,819,3
kieu_1/IMG_20200629_084553.jpg,104,66,238,362,7
kieu_1/IMG_20200629_084553.jpg,248,74,373,366,7
kieu_1/IMG_20200629_084553.jpg,499,81,660,398,H
kieu_1/IMG_20200629_084553.jpg,660,77,804,396,9
kieu_1/IMG_20200629_084553.jpg,132,381,276,663,6
kieu_1/IMG_20200629_084553.jpg,310,386,440,678,6
kieu_1/IMG_20200629_084553.jpg,483,414,614,685,6
kieu_1/IMG_20200629_084553.jpg,664,422,807,704,2
kieu_1/IMG_20200629_084723.jpg,144,81,287,383,5
kieu_1/IMG_20200629_084723.jpg,291,75,436,389,5
kieu_1/IMG_20200629_084723.jpg,562,76,713,393,N
kieu_1/IMG_20200629_084723.jpg,713,69,832,382,1
kieu_1/IMG_20200629_084723.jpg,144,404,299,699,2
kieu_1/IMG_20200629_084723.jpg,341,403,471,708,0
kieu_1/IMG_20200629_084723.jpg,524,410,657,703,8
kieu_1/IMG_20200629_084723.jpg,706,410,841,703,8
kieu_1/IMG_20200629_084719.jpg,205,79,358,384,6
kieu_1/IMG_20200629_084719.jpg,359,77,502,393,6
kieu_1/IMG_20200629_084719.jpg,656,77,805,399,C
kieu_1/IMG_20200629_084719.jpg,810,72,949,404,1
kieu_1/IMG_20200629_084719.jpg,126,404,273,726,5
kieu_1/IMG_20200629_084719.jpg,319,415,452,725,4
kieu_1/IMG_20200629_084719.jpg,489,419,636,726,4
kieu_1/IMG_20200629_084719.jpg,711,422,867,734,0
kieu_1/IMG_20200629_084719.jpg,881,428,1051,745,7
kieu_1/IMG_20200629_084556.jpg,140,103,310,430,5
kieu_1/IMG_20200629_084556.jpg,308,95,463,443,2
kieu_1/IMG_20200629_084556.jpg,604,96,760,447,T
kieu_1/IMG_20200629_084556.jpg,764,89,945,456,6
kieu_1/IMG_20200629_084556.jpg,171,465,323,786,6
kieu_1/IMG_20200629_084556.jpg,359,470,522,802,7
kieu_1/IMG_20200629_084556.jpg,574,468,750,804,6
kieu_1/IMG_20200629_084556.jpg,773,482,940,819,2
kieu_1/IMG_20200629_084603.jpg,164,63,341,407,6
kieu_1/IMG_20200629_084603.jpg,337,63,488,418,0
kieu_1/IMG_20200629_084603.jpg,628,72,799,432,F
kieu_1/IMG_20200629_084603.jpg,800,75,963,428,2
kieu_1/IMG_20200629_084603.jpg,97,428,250,771,0
kieu_1/IMG_20200629_084603.jpg,269,434,434,767,2
kieu_1/IMG_20200629_084603.jpg,456,441,611,773,9
kieu_1/IMG_20200629_084603.jpg,698,450,865,782,3
kieu_1/IMG_20200629_084603.jpg,884,449,1061,798,7
kieu_1/IMG_20200629_084713.jpg,184,119,400,538,6
kieu_1/IMG_20200629_084713.jpg,395,116,595,553,9
kieu_1/IMG_20200629_084713.jpg,744,108,950,527,B
kieu_1/IMG_20200629_084713.jpg,960,99,1129,536,1
kieu_1/IMG_20200629_084713.jpg,77,581,269,988,0
kieu_1/IMG_20200629_084713.jpg,298,572,497,992,4
kieu_1/IMG_20200629_084713.jpg,538,573,730,982,8
kieu_1/IMG_20200629_084713.jpg,829,567,1038,979,3
kieu_1/IMG_20200629_084713.jpg,1074,554,1274,978,2
kieu_1/IMG_20200629_084746.jpg,178,88,333,436,7
kieu_1/IMG_20200629_084746.jpg,344,84,528,432,5
kieu_1/IMG_20200629_084746.jpg,650,85,818,443,B
kieu_1/IMG_20200629_084746.jpg,817,88,990,449,1
kieu_1/IMG_20200629_084746.jpg,91,462,259,801,3
kieu_1/IMG_20200629_084746.jpg,283,469,455,811,4
kieu_1/IMG_20200629_084746.jpg,469,477,644,811,9
kieu_1/IMG_20200629_084746.jpg,713,469,886,809,4
kieu_1/IMG_20200629_084746.jpg,898,456,1094,813,2
kieu_1/IMG_20200629_084738.jpg,138,95,275,413,7
kieu_1/IMG_20200629_084738.jpg,276,99,427,430,6
kieu_1/IMG_20200629_084738.jpg,566,97,717,422,Y
kieu_1/IMG_20200629_084738.jpg,718,89,865,425,2
kieu_1/IMG_20200629_084738.jpg,141,437,308,744,3
kieu_1/IMG_20200629_084738.jpg,335,441,480,746,3
kieu_1/IMG_20200629_084738.jpg,521,440,648,752,1
kieu_1/IMG_20200629_084738.jpg,703,447,882,761,3
kieu_1/IMG_20200629_084742.jpg,155,58,305,399,7
kieu_1/IMG_20200629_084742.jpg,308,75,462,399,0
kieu_1/IMG_20200629_084742.jpg,587,67,752,404,R
kieu_1/IMG_20200629_084742.jpg,771,71,910,402,1
kieu_1/IMG_20200629_084742.jpg,142,412,312,737,9
kieu_1/IMG_20200629_084742.jpg,356,416,500,734,1
kieu_1/IMG_20200629_084742.jpg,529,423,718,739,5
kieu_1/IMG_20200629_084742.jpg,739,424,900,737,8
kieu_1/IMG_20200629_084728.jpg,196,100,376,488,5
kieu_1/IMG_20200629_084728.jpg,374,100,553,493,9
kieu_1/IMG_20200629_084728.jpg,728,102,908,493,P
kieu_1/IMG_20200629_084728.jpg,903,97,1098,511,3
kieu_1/IMG_20200629_084728.jpg,59,516,257,910,7
kieu_1/IMG_20200629_084728.jpg,288,525,477,914,5
kieu_1/IMG_20200629_084728.jpg,502,517,705,915,7
kieu_1/IMG_20200629_084728.jpg,799,528,972,903,3
kieu_1/IMG_20200629_084728.jpg,1026,515,1201,919,9
kieu_1/IMG_20200629_084753.jpg,135,89,302,416,5
kieu_1/IMG_20200629_084753.jpg,298,79,457,412,9
kieu_1/IMG_20200629_084753.jpg,596,78,755,397,S
kieu_1/IMG_20200629_084753.jpg,751,60,927,396,2
kieu_1/IMG_20200629_084753.jpg,82,437,217,751,4
kieu_1/IMG_20200629_084753.jpg,254,440,396,752,3
kieu_1/IMG_20200629_084753.jpg,422,428,578,758,7
kieu_1/IMG_20200629_084753.jpg,670,430,811,741,2
kieu_1/IMG_20200629_084753.jpg,850,417,996,731,8
kieu_1/IMG_20200629_084812.jpg,167,124,376,521,5
kieu_1/IMG_20200629_084812.jpg,371,121,549,530,9
kieu_1/IMG_20200629_084812.jpg,711,108,903,510,Z
kieu_1/IMG_20200629_084812.jpg,913,88,1057,497,1
kieu_1/IMG_20200629_084812.jpg,77,555,259,934,1
kieu_1/IMG_20200629_084812.jpg,313,549,497,939,9
kieu_1/IMG_20200629_084812.jpg,522,537,706,927,4
kieu_1/IMG_20200629_084812.jpg,803,530,997,918,3
kieu_1/IMG_20200629_084812.jpg,1024,523,1214,924,8
kieu_1/IMG_20200629_084802.jpg,169,88,336,447,6
kieu_1/IMG_20200629_084802.jpg,343,99,495,442,0
kieu_1/IMG_20200629_084802.jpg,647,97,820,445,B
